travelCosts,improvements,steps,pI,pR,maxCosts
49.734230292910745,1412.4125563154712,2800,0.2,0.001,2.0
49.6694461660946,1421.6129612322939,2900,0.2,0.001,2.0
49.523880028562445,1429.456532524023,3000,0.2,0.001,2.0
50.58897163048198,1389.9822621074,3100,0.2,0.001,2.0
49.43739935360001,1407.022568989162,3200,0.2,0.001,2.0
49.53208430367831,1400.8043120363318,3300,0.2,0.001,2.0
50.05645214966418,1380.69428291434,3400,0.2,0.001,2.0
50.62994817428831,1371.7836192861637,3500,0.2,0.001,2.0
50.63185891475534,1345.3763745520835,3600,0.2,0.001,2.0
51.10099737644181,1339.5437963827203,3700,0.2,0.001,2.0
49.907745423707446,1347.3982181083989,3800,0.2,0.001,2.0
49.930328618517606,1339.5837170883324,3900,0.2,0.001,2.0
49.777687367364486,1328.6536035666923,4000,0.2,0.001,2.0
49.74749763655076,1335.8734916902406,4100,0.2,0.001,2.0
49.747535702571675,1342.195087527624,4200,0.2,0.001,2.0
49.67028537570666,1346.2863756692416,4300,0.2,0.001,2.0
50.00136752846754,1343.5362806520393,4400,0.2,0.001,2.0
49.3381986563644,1355.1106157377528,4500,0.2,0.001,2.0
50.25865043752612,1337.7216762871117,4600,0.2,0.001,2.0
49.44318799792345,1357.1073198365368,4700,0.2,0.001,2.0
49.530514805771226,1369.1598663442464,4800,0.2,0.001,2.0
49.11188794584033,1384.3277345968093,4900,0.2,0.001,2.0
49.23506746178937,1398.1089427124837,5000,0.2,0.001,2.0
49.24340310924153,1411.683965057555,5100,0.2,0.001,2.0
49.02493459139664,1425.0445448308146,5200,0.2,0.001,2.0
49.45032470255316,1424.2136615935874,5300,0.2,0.001,2.0
49.079228168853874,1442.9459087759512,5400,0.2,0.001,2.0
49.11072183760504,1440.1425919269923,5500,0.2,0.001,2.0
48.846483399737515,1446.6573525171893,5600,0.2,0.001,2.0
49.162940070850595,1440.3495987868032,5700,0.2,0.001,2.0
48.94291350350682,1436.274010516384,5800,0.2,0.001,2.0
49.205384320061604,1439.3174727458993,5900,0.2,0.001,2.0
48.68986436778962,1462.372798513799,6000,0.2,0.001,2.0
48.95383883731541,1448.8195029620797,6100,0.2,0.001,2.0
48.95372210091141,1446.7696190868849,6200,0.2,0.001,2.0
48.801578424950044,1451.7818666806606,6300,0.2,0.001,2.0
48.42862346642629,1462.380516077233,6400,0.2,0.001,2.0
48.839310699066054,1469.2215829425666,6500,0.2,0.001,2.0
50.0300857533683,1441.1797011719586,6600,0.2,0.001,2.0
48.93741133400056,1475.4215552490646,6700,0.2,0.001,2.0
49.15144525317689,1457.4745040849277,6800,0.2,0.001,2.0
48.95458157554525,1470.1385222893653,6900,0.2,0.001,2.0
49.1130109248913,1460.416968420353,7000,0.2,0.001,2.0
49.34691954167104,1446.1232124961239,7100,0.2,0.001,2.0
49.820191186818654,1432.2904368755464,7200,0.2,0.001,2.0
49.67067048299886,1429.1757938622902,7300,0.2,0.001,2.0
48.760310535029646,1457.4741106314113,7400,0.2,0.001,2.0
48.60315066859909,1465.13974836348,7500,0.2,0.001,2.0
49.21373770968395,1441.183305922083,7600,0.2,0.001,2.0
48.80867420138597,1452.6220402584636,7700,0.2,0.001,2.0
48.85225344640302,1458.9498785266974,7800,0.2,0.001,2.0
49.10761343982551,1450.601312805515,7900,0.2,0.001,2.0
48.83295328701242,1454.1505272234076,8000,0.2,0.001,2.0
48.84824854722963,1471.5029052480738,8100,0.2,0.001,2.0
48.670022040494594,1471.4948177111146,8200,0.2,0.001,2.0
48.75651591076585,1455.3406125341894,8300,0.2,0.001,2.0
48.38206585242063,1468.1235831950448,8400,0.2,0.001,2.0
48.795281187770804,1464.898877121675,8500,0.2,0.001,2.0
48.499542172258316,1466.8741307077476,8600,0.2,0.001,2.0
48.643977788507456,1463.158572525681,8700,0.2,0.001,2.0
49.03321925108939,1448.9202148267277,8800,0.2,0.001,2.0
48.787360188984096,1454.472036845357,8900,0.2,0.001,2.0
48.65463793402197,1460.1338277534712,9000,0.2,0.001,2.0
48.915858602281425,1440.3217000692298,9100,0.2,0.001,2.0
49.040220156131475,1445.2145144630758,9200,0.2,0.001,2.0
48.866211547543145,1435.7494700709199,9300,0.2,0.001,2.0
48.822934484729025,1439.2718806007629,9400,0.2,0.001,2.0
49.055676021355694,1438.878122497814,9500,0.2,0.001,2.0
48.59875546691306,1462.4719065516442,9600,0.2,0.001,2.0
48.44936407823111,1479.0780017496638,9700,0.2,0.001,2.0
48.74638268256162,1481.8013652342738,9800,0.2,0.001,2.0
48.34976661355564,1506.3614404317552,9900,0.2,0.001,2.0
48.69904806626763,1497.4889215510752,10000,0.2,0.001,2.0
93.36270928741386,0.0,0,0.2,0.002,2.0
82.10847434056896,229.14385741670696,100,0.2,0.002,2.0
67.88608662436692,398.65719417095505,200,0.2,0.002,2.0
61.63977840475983,524.4939306102028,300,0.2,0.002,2.0
60.19516017396966,572.9602816744476,400,0.2,0.002,2.0
59.41452719439841,600.290807680223,500,0.2,0.002,2.0
60.00747454903941,602.1722633718874,600,0.2,0.002,2.0
59.22359826684585,639.4318178611584,700,0.2,0.002,2.0
58.631490898600966,679.2619725254433,800,0.2,0.002,2.0
59.41751855615645,667.3691754299045,900,0.2,0.002,2.0
58.30390655197879,702.5887953740241,1000,0.2,0.002,2.0
57.7629950415118,708.4637206032121,1100,0.2,0.002,2.0
57.68828593981305,718.384497546376,1200,0.2,0.002,2.0
58.27220592923043,723.029952274903,1300,0.2,0.002,2.0
57.67277022880581,747.3608686071523,1400,0.2,0.002,2.0
56.52425349771498,762.1285877230739,1500,0.2,0.002,2.0
55.28675833508892,793.9711450269693,1600,0.2,0.002,2.0
55.58772606845916,808.753735868763,1700,0.2,0.002,2.0
55.35711441055774,826.0514293018595,1800,0.2,0.002,2.0
54.40125322236609,832.0427979434519,1900,0.2,0.002,2.0
55.655075482883454,802.1449496737075,2000,0.2,0.002,2.0
54.04981720467549,822.9856644235498,2100,0.2,0.002,2.0
53.499855988985516,865.6649544543645,2200,0.2,0.002,2.0
52.98823216219826,866.4063120192498,2300,0.2,0.002,2.0
54.61273271923581,817.1657419313301,2400,0.2,0.002,2.0
53.11850502607409,843.1458044395263,2500,0.2,0.002,2.0
53.8987639603812,836.2981970715728,2600,0.2,0.002,2.0
54.03842851768051,820.8126403329182,2700,0.2,0.002,2.0
52.92507203055142,834.9552258399676,2800,0.2,0.002,2.0
53.37611200783352,829.4819362332437,2900,0.2,0.002,2.0
52.93514138946439,844.5355740514312,3000,0.2,0.002,2.0
53.229601222753224,842.9707695323199,3100,0.2,0.002,2.0
53.27503250520376,850.1435971641567,3200,0.2,0.002,2.0
54.50823343704835,830.258490670368,3300,0.2,0.002,2.0
52.78570539655962,852.1203497779443,3400,0.2,0.002,2.0
52.437143905597665,878.7291608886476,3500,0.2,0.002,2.0
53.15148701866826,867.8550536555679,3600,0.2,0.002,2.0
53.844247766862395,855.0954123840767,3700,0.2,0.002,2.0
53.361823030032774,863.7692891188648,3800,0.2,0.002,2.0
52.6740749859226,889.2213826267068,3900,0.2,0.002,2.0
52.19608146072057,891.8752323858268,4000,0.2,0.002,2.0
52.65327588660266,888.1735124975461,4100,0.2,0.002,2.0
52.86060003224159,896.4562474224808,4200,0.2,0.002,2.0
51.84896225170852,903.0785156305124,4300,0.2,0.002,2.0
